movieNm,audiAcc,openDt,movieCd,movieNmEn,prdtYear,typeNm,nations,genres,directors,actors,watchGradeNm,distributors,search_4w_before,search_2w_before,search_1w_before,search_opening,search_1w_after,max_search,avg_search,search_volatility,search_growth_rate,director_power,actor_power,ticket_power,genre_애니메이션,genre_어드벤처,genre_사극,genre_SF,genre_멜로/로맨스,genre_다큐멘터리,genre_뮤지컬,genre_판타지,genre_공연,genre_전쟁,genre_공포(호러),genre_서부극(웨스턴),genre_드라마,genre_액션,genre_범죄,genre_기타,genre_스릴러,genre_성인물(에로),genre_코미디,genre_미스터리,genre_가족,genre_Unknown,release_month,release_quarter,release_year,release_dayofweek,is_weekend,season,season_fall,season_spring,season_summer_peak,season_winter_peak,distributor_freq,distributor_target,watchGrade_encoded
지옥의 묵시록 파이널 컷,2636,2020-11-26,20202611,APOCALYPSE NOW FINAL CUT,1979.0,장편,미국,"전쟁,드라마",프란시스 포드 코폴라,"말론 브란도,로버트 듀발,마틴 쉰",청소년관람불가,(주)디스테이션,5.0,8.3,14.6,15.4,9.7,15.4,9.950000000000001,4.223150482755735,1.92,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.0,4.0,2020.0,3.0,0,fall,True,False,False,False,37.0,43191.45945945946,13
지저귀는 새는 날지 않는다,4324,2020-07-16,20209961,The Clouds gather,2020.0,장편,일본,애니메이션,마키타 카오리,"신가키 타루스케,하타노 와타루",청소년관람불가,(주)팝엔터테인먼트,7.5,15.1,15.5,24.9,13.9,24.9,14.450000000000001,6.015895610796449,1.0666666666666667,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2020.0,3.0,0,summer_peak,False,False,True,False,27.0,21195.37037037037,13
지푸라기라도 잡고 싶은 짐승들,626747,2020-02-19,20180962,BEASTS CLAWING AT STRAWS,2018.0,장편,한국,"스릴러,범죄",김용훈,"전도연,정우성,배성우,윤여정,정만식",청소년관람불가,메가박스중앙(주) 플러스엠 엔터테인먼트,14.7,34.2,53.1,74.2,36.5,74.2,40.68333333333334,20.486035894400526,2.6122448979591844,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,1.0,2020.0,2.0,0,winter_peak,False,False,False,True,20.0,1334466.95,13
찬실이는 복도 많지,17236,2020-03-05,20192751,Lucky Chan-sil,2019.0,장편,한국,"드라마,멜로/로맨스,판타지",김초희,"강말금,윤여정,김영민,윤승아,배유람",전체관람가,찬란,5.0,7.8,14.0,14.8,10.8,14.8,9.6,4.280186911806539,1.8,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,2020.0,3.0,0,fall,True,False,False,False,12.0,5268.083333333333,11
챌린저스,74759,2024-04-24,20249318,Challengers,2024.0,장편,미국,"드라마,멜로/로맨스",루카 구아다니노,"젠데이아 콜먼,조쉬 오코너,마이크 파이스트",15세이상관람가,"찬란,워너브러더스 코리아(주)",5.0,7.6,12.3,17.0,10.8,17.0,9.666666666666666,4.6284626677404095,1.4600000000000002,129593.5,2264898.6,1410776.5599999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,2.0,2024.0,2.0,0,spring,False,True,False,False,1.0,74759.0,4
천룡팔부: 교봉전,16412,2023-01-25,20229518,Sakra,2022.0,장편,홍콩,액션,견자단,"견자단,진옥기",15세이상관람가,(주)팝엔터테인먼트,8.7,14.0,25.7,30.0,21.2,30.0,18.033333333333335,8.993034341459321,1.9540229885057472,28339.5,147038.0,99558.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,27.0,21195.37037037037,4
천문: 하늘에 묻는다,1987842,2019-12-26,20184571,Forbidden Dream,2019.0,장편,한국,사극,허진호,"최민식,한석규,신구,김홍파,허준호",12세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,34.5,45.4,86.6,90.5,65.3,90.5,58.416666666666664,26.55375051977906,1.5101449275362318,8144.0,28339.5,20261.300000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2019.0,3.0,0,winter_peak,False,False,False,True,45.0,1070198.6666666667,1
천박사 퇴마 연구소: 설경의 비밀,1909031,2023-09-27,20227410,Dr. Cheon And The Lost Talisman,2022.0,장편,한국,"판타지,액션",김성식,"강동원,허준호,이솜,이동휘,김종수",12세이상관람가,(주)씨제이이엔엠,17.4,46.2,71.1,95.0,64.5,95.0,53.96666666666667,28.563659896215448,3.086206896551724,28339.5,2533141.0,1531220.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,3.0,2023.0,2.0,0,fall,True,False,False,False,46.0,1145749.5869565217,1
첫눈이 사라졌다 ,3018,2021-10-20,20219351,Everything Everywhere All At Once,2021.0,장편,한국,드라마,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,4.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
청춘 18X2 너에게로 이어지는 길,104586,2024-05-22,20249416,18x2 Beyond Youthful Days,2024.0,장편,"대만,일본",멜로/로맨스,후지이 미치히토,"허광한,키요하라 카야,장효전,미치에다 슌스케,쿠로키 하루",12세이상관람가,(주)쇼박스,5.8,14.0,20.7,29.0,17.2,29.0,16.400000000000002,7.976214641043707,2.568965517241379,557775.0,134240.0,303654.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2024.0,2.0,0,spring,False,True,False,False,14.0,2311051.6428571427,1
청춘 돼지는 외출하는 여동생의 꿈을 꾸지 않는다,2814,2023-08-31,20233668,Rascal Does Not Dream of a Sister Venturing Out,2023.0,장편,일본,애니메이션,마스이 소이치,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),5.0,9.3,14.8,19.4,12.5,19.4,11.5,5.169912958648337,1.9600000000000002,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2023.0,3.0,0,summer_peak,False,False,True,False,14.0,70139.0,1
청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,3976,2024-02-01,20247383,Rascal Does Not Dream of a Knapsack Kid,2023.0,장편,일본,애니메이션,마스이 소이치,"이시카와 카이토,세토 아사미,쿠보 유리카",12세이상관람가,(주)애니플러스,5.0,8.9,11.6,15.6,8.4,15.6,9.133333333333335,4.006827506477745,1.3199999999999998,2814.0,28339.5,18129.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2024.0,3.0,0,winter_peak,False,False,False,True,18.0,18178.833333333332,1
청춘적니,5394,2022-01-12,20211529,Love Will Tear Us Apart,2020.0,장편,중국,"멜로/로맨스,드라마",샤모,"굴초소,장정의",12세이상관람가,(주)다자인소프트,7.7,16.2,23.6,29.5,17.9,29.5,17.5,8.171413586399847,2.064935064935065,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2022.0,2.0,0,winter_peak,False,False,False,True,5.0,6122.0,1
청킹맨션,1010,2022-04-21,20224374,Hand Rolled Cigarette,2020.0,장편,홍콩,"액션,드라마,스릴러",오윤동,임가동,15세이상관람가,(주)케이티알파,6.0,8.2,13.9,19.2,11.4,19.2,10.733333333333334,5.2213663601270754,1.3166666666666667,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4.0,2.0,2022.0,3.0,0,spring,False,True,False,False,4.0,31898.5,4
체르노빌 1986,19691,2021-06-30,20218006,Chernobyl: Abyss,2021.0,장편,러시아,"액션,스릴러",다닐라 코즈로브스키,"다닐라 코즈로브스키,옥사나 애킨시나,필리프 아브데예프,니콜라이 코작",12세이상관람가,(주)팝엔터테인먼트,7.4,11.3,18.2,21.2,11.7,21.2,12.600000000000001,6.01830540933243,1.4594594594594592,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,spring,False,True,False,False,27.0,21195.37037037037,1
초미의 관심사,13529,2020-05-27,20196782,Jazzy Misfits,2019.0,장편,한국,드라마,남연우,"조민수,김은영,김성욱,박종빈,나나",15세이상관람가,(주)트리플픽쳐스,5.0,7.9,13.1,17.1,12.8,17.1,10.25,4.821929074550973,1.6199999999999999,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,2.0,2020.0,2.0,0,spring,False,True,False,False,15.0,18078.6,4
초속5센티미터,49859,2007-06-21,20070202,5Cm Per Seconds,2007.0,장편,일본,"애니메이션,드라마,멜로/로맨스",신카이 마코토,미즈하시 켄지,전체관람가,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트",5.0,11.7,15.2,19.3,10.5,19.3,11.183333333333332,5.557487441881149,2.04,28339.5,28339.5,28339.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,2007.0,3.0,0,spring,False,True,False,False,1.0,49859.0,11
최면,51661,2021-03-24,20216432,The Hypnosis,2021.0,장편,한국,"공포(호러),스릴러",최재훈,"이다윗,조현,김도훈,남민우,김남우",15세이상관람가,(주)스마일이엔티,6.9,10.3,15.3,21.0,11.3,21.0,11.733333333333334,5.688819444020584,1.2173913043478262,187494.0,28339.5,92001.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1.0,2021.0,2.0,0,fall,True,False,False,False,11.0,128827.18181818182,4
최선의 삶,6590,2021-09-01,20190969,SNOWBALL,2021.0,장편,한국,드라마,이우정,"방민아,심달기,한성민,이유경,양흥주",15세이상관람가,(주)엣나인필름,5.0,9.1,14.4,13.3,7.9,14.4,9.35,3.7655012946485624,1.8800000000000001,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,3.0,2021.0,2.0,0,fall,True,False,False,False,16.0,28525.8125,4
추락의 해부,86968,2024-01-31,20234730,Anatomy of a Fall,2023.0,장편,프랑스,"드라마,스릴러",쥐스틴 트리에,"산드라 휠러,스완 아를로,밀로 마차도 그라너",15세이상관람가,(주)스튜디오디에이치엘,5.5,13.3,20.9,21.2,14.6,21.2,13.633333333333333,6.7975485777349665,2.8,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,14.0,35251.78571428572,4
추억의 검정고무신,17582,2020-11-19,20200200,The Precious memory of Gogo Brothers,2020.0,장편,한국,애니메이션,송정율,"박지윤,오인실,유해무,손정아,박영재",전체관람가,(주)대교 미디어콘텐츠사업본부,5.0,5.2,8.7,10.5,7.8,10.5,7.033333333333332,2.324363712216026,0.7399999999999999,28339.5,73173.0,55239.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,2020.0,3.0,0,fall,True,False,False,False,2.0,21797.5,11
치악산,11942,2023-09-13,20225824,Mount CHIAK,2023.0,장편,한국,"공포(호러),미스터리",김선웅,"윤균상,김예원,연제욱,이태환,배그린",15세이상관람가,와이드 릴리즈(주),5.0,12.7,18.6,19.7,13.2,19.7,12.616666666666667,6.0290684742061655,2.72,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.0,3.0,2023.0,2.0,0,fall,True,False,False,False,22.0,28111.727272727272,4
치치치 치킨의 비밀,4868,2023-08-24,20233121,GOLDBEAK,2023.0,장편,중국,애니메이션,"나이젤 W.티어니,동롱","하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)팝엔터테인먼트,5.0,9.7,14.1,15.8,9.6,15.8,10.083333333333334,4.227252851044833,1.8199999999999998,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2023.0,3.0,0,summer_peak,False,False,True,False,27.0,21195.37037037037,11
치치핑핑의 쿵쿵따 탐험대,3602,2023-04-10,20231071,Everything Everywhere All At Once,2023.0,장편,한국,공연,이광범,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)에픽캔,5.0,9.3,15.2,18.4,14.2,18.4,11.283333333333331,5.481027884135115,2.04,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2023.0,0.0,0,spring,False,True,False,False,2.0,9272.5,11
치킨래빗: 잃어버린 보물을 찾아서,68007,2023-03-18,20230484,Chickenhare and the Hamster of Darkness,2022.0,장편,"벨기에,프랑스",애니메이션,벤 스타센,"박시윤,김용,김소희",전체관람가,(주)스튜디오디에이치엘,5.0,8.7,12.9,17.4,9.9,17.4,9.816666666666666,4.788910801702895,1.58,107735.0,21131.8,55773.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2023.0,5.0,1,fall,True,False,False,False,14.0,35251.78571428572,11
침입자,530659,2020-06-04,20197863,Intruder,2019.0,장편,한국,"미스터리,스릴러",손원평,"송지효,김무열,김무열,예수정,허준석",15세이상관람가,(주)에이스메이커무비웍스,18.9,27.4,38.8,56.5,28.4,56.5,30.71666666666667,15.202817721286625,1.052910052910053,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.0,2.0,2020.0,3.0,0,spring,False,True,False,False,11.0,498085.2727272727,4
카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,14817,2023-04-06,20231035,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,2022.0,장편,일본,애니메이션,하타케야마 마모루,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",12세이상관람가,(주)디스테이션,5.0,8.3,13.9,17.4,12.6,17.4,10.483333333333333,4.9337274617338425,1.78,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2023.0,3.0,0,spring,False,True,False,False,37.0,43191.45945945946,1
카시오페아,21634,2022-06-01,20210590,Cassiopeia,2021.0,장편,한국,드라마,신연식,"안성기,서현진,주예림,박지은,김다흰",12세이상관람가,(주)트리플픽쳐스,5.0,7.5,15.6,16.8,12.1,16.8,10.433333333333334,5.1282225640729235,2.12,28339.5,13908.5,19680.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,2022.0,2.0,0,spring,False,True,False,False,15.0,18078.6,1
카오산 탱고,514,2020-07-30,20183385,"On the Road, Khaosan Tango",2020.0,장편,한국,"드라마,멜로/로맨스",김범삼,"홍완표,현리,오창경,이재원,유우키 타카시",12세이상관람가,(주)영화사 그램,5.0,8.7,13.9,15.5,9.4,15.5,9.716666666666667,4.2348160133194295,1.78,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,3.0,2020.0,3.0,0,summer_peak,False,False,True,False,3.0,49802.0,1
카오스 워킹,141768,2021-02-24,20215843,Chaos Walking,2021.0,장편,미국,어드벤처,더그 라이만,"톰 홀랜드,데이지 리들리,매즈 미켈슨,닉 조나스",15세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,10.2,24.0,40.6,50.1,34.7,50.1,29.23333333333333,15.26180417469267,2.9803921568627456,28339.5,1009825.5,617231.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2021.0,2.0,0,winter_peak,False,False,False,True,45.0,1070198.6666666667,4
카운트,383399,2023-02-22,20193706,Count,2021.0,장편,한국,드라마,권혁재,"진선규,성유빈,고창석,오나라,장동주",12세이상관람가,(주)씨제이이엔엠,7.0,24.1,26.1,32.3,28.6,32.3,21.633333333333336,10.011526690104096,2.7285714285714286,28339.5,3552012.0,2142542.9999999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,46.0,1145749.5869565217,1
카일라스 가는 길,2309,2020-09-03,20189973,Journey to Kailash,2018.0,장편,한국,다큐멘터리,정형민,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)영화사 진진,5.0,7.8,9.5,12.3,6.7,12.3,7.716666666666668,2.8280146157095207,0.9,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2020.0,3.0,0,fall,True,False,False,False,17.0,9102.823529411764,11
카페 벨에포크,56633,2020-05-20,20208122,La belle epoque,2019.0,장편,프랑스,"코미디,드라마",니콜라스 베도스,"다니엘 오떼유,기욤 까네,도리아 틸리에,화니 아르당",15세이상관람가,(주)이수C&E,10.0,19.1,24.1,29.8,24.4,29.8,20.25,7.313754165953351,1.4100000000000001,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0,2.0,2020.0,2.0,0,spring,False,True,False,False,8.0,70139.0,4
캐롤,352977,2016-02-04,20150942,Carol,2015.0,장편,"미국,영국",드라마,토드 헤인즈,"케이트 블란쳇,루니 마라,카일 챈들러,제이크 레이시,사라 폴슨",청소년관람불가,"(주)스튜디오디에이치엘,(주)키노라이츠,CGV아트하우스",12.2,20.6,28.1,31.3,21.6,31.3,21.183333333333334,7.662223350090147,1.3032786885245904,28339.5,2555847.0,1544844.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2016.0,3.0,0,winter_peak,False,False,False,True,1.0,352977.0,13
캐리와 슈퍼콜라,87211,2023-01-18,20228895,CARRIE&SUPERKOLA,2022.0,장편,한국,애니메이션,"오성윤,이춘백","최정윤,엄상현,이다은,원옥화,정주원",전체관람가,롯데컬처웍스(주)롯데엔터테인먼트,5.0,5.6,12.2,15.5,8.8,15.5,8.683333333333332,4.3700877184178655,1.44,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,45.0,1070198.6666666667,11
캐시트럭,230274,2021-06-09,20217651,Wrath of Man,2021.0,장편,미국,액션,가이 리치,"제이슨 스타뎀,스콧 이스트우드,조쉬 하트넷,홀트 맥칼라니,제프리 도노반",청소년관람불가,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",10.0,24.7,37.7,56.2,33.2,56.2,29.5,16.742759629165082,2.7700000000000005,6507172.5,3657537.0,4797391.199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,spring,False,True,False,False,5.0,74903.8,13
캔디맨,48799,2021-09-22,20219770,CANDYMAN,2021.0,장편,미국,"미스터리,공포(호러)",니아 다코스타,"야히아 압둘 마틴 2세,테요나 패리스,네이산 스튜어트 자렛,콜먼 도밍고",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),9.8,19.7,24.1,31.2,20.6,31.2,20.033333333333335,7.3996396308649155,1.4591836734693877,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.0,3.0,2021.0,2.0,0,fall,True,False,False,False,66.0,676705.0454545454,4
캣츠토피아,18217,2020-04-30,20204342,Cats and Peachtopia,2018.0,장편,중국,"판타지,애니메이션",게리 왕,"더못 멀로니,유민상,오나미,박지현",전체관람가,(주)버킷스튜디오,5.0,7.8,11.0,13.9,8.4,13.9,8.516666666666667,3.4758691958511134,1.2,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2020.0,3.0,0,spring,False,True,False,False,1.0,18217.0,11
커넥트,13197,2021-01-20,20202540,Come Play,2020.0,장편,미국,"공포(호러),미스터리",제이콥 체이스,"길리언 제이콥스,존 갤러거 주니어",15세이상관람가,(주)이수C&E,5.5,10.4,16.8,17.6,11.9,17.6,11.416666666666666,5.092510841094663,2.0545454545454547,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,2021.0,2.0,0,winter_peak,False,False,False,True,8.0,70139.0,4
커피 오어 티,3766,2021-03-31,20216494,Coffee or Tea,2020.0,장편,중국,"코미디,드라마",데렉 후이,"류호연,팽욱창,윤방",12세이상관람가,(주)넥스트엔터테인먼트월드(NEW),8.5,19.2,22.9,27.9,20.5,27.9,17.733333333333334,8.147310394643538,1.6941176470588233,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1.0,2021.0,2.0,0,fall,True,False,False,False,48.0,729959.3541666666,1
컨저링3: 악마가 시켰다,797370,2021-06-03,20217736,The Conjuring: The Devil Made Me Do It,2021.0,장편,미국,"공포(호러),미스터리,스릴러",마이클 차베즈,"베라 파미가,패트릭 윌슨",15세이상관람가,워너브러더스 코리아(주),19.0,30.2,45.9,55.8,33.3,55.8,34.03333333333333,14.510501943994448,1.4157894736842105,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.0,2.0,2021.0,3.0,0,spring,False,True,False,False,55.0,1344704.5272727273,4
컨택트 2020,1036,2020-07-15,20201221,Proximity,2020.0,장편,미국,"SF,미스터리",오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",12세이상관람가,위드 라이언 픽쳐스,5.0,9.8,16.9,21.1,13.7,21.1,12.299999999999999,6.084406298070502,2.38,28339.5,28339.5,28339.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,3.0,2020.0,2.0,0,summer_peak,False,False,True,False,1.0,1036.0,1
컴백홈,43590,2022-10-05,20217624,Come Back Home,2022.0,장편,한국,"드라마,코미디",이연우,"송새벽,라미란,이범수,이경영,김원해",15세이상관람가,(주)제이앤씨미디어그룹,5.0,10.0,15.4,18.5,11.4,18.5,11.033333333333333,5.268269798203835,2.08,28339.5,439188.0,274848.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.0,4.0,2022.0,2.0,0,fall,True,False,False,False,20.0,16696.45,4
컴온 컴온,14983,2022-06-30,20212317,C’mon C’mon,2021.0,장편,미국,드라마,마이크 밀스,"호아킨 피닉스,우디 노먼,가비 호프만",12세이상관람가,(주)스튜디오디에이치엘,5.0,9.7,16.1,17.1,11.8,17.1,11.049999999999999,4.9172146587270325,2.22,28339.5,5274455.0,3176008.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,2022.0,3.0,0,spring,False,True,False,False,14.0,35251.78571428572,1
코다,74880,2021-08-31,20218904,CODA,2021.0,장편,프랑스,드라마,션 헤이더,"에밀리아 존스,퍼디아 월시-필로,말리 매트린,트로이 코처,다니엘 듀런트",12세이상관람가,판씨네마(주),8.4,19.0,24.9,29.2,21.8,29.2,18.78333333333333,8.377688623162516,1.9642857142857142,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,3.0,2021.0,1.0,0,summer_peak,False,False,True,False,21.0,417821.6666666667,1
코스믹 씬,4982,2021-04-22,20216961,Cosmic Sin,2021.0,장편,미국,"SF,액션",오윤동,"브루스 윌리스,프랭크 그릴로,코리 라지,C.J. 페리",12세이상관람가,(주)제이앤씨미디어그룹,5.5,11.6,18.1,18.8,14.2,18.8,12.549999999999999,5.529828207096492,2.290909090909091,28339.5,28339.5,28339.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,2021.0,3.0,0,spring,False,True,False,False,20.0,16696.45,1
코코,3520878,2018-01-11,20179985,COCO,2017.0,장편,미국,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫",전체관람가,월트디즈니컴퍼니코리아 유한책임회사,23.0,47.1,67.9,83.3,54.1,83.3,51.21666666666667,22.37073236768673,1.9521739130434785,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2018.0,3.0,0,winter_peak,False,False,False,True,54.0,2347766.537037037,11
콘크리트 유토피아,3845091,2023-08-09,20204264,Concrete Utopia,2021.0,장편,한국,"드라마,기타",엄태화,"이병헌,박서준,박보영,김선영,김도윤",15세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,24.1,47.5,59.2,82.2,39.8,82.2,45.73333333333334,22.80312844034052,1.4564315352697095,28339.5,5014420.333333333,3019987.9999999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.0,3.0,2023.0,2.0,0,summer_peak,False,False,True,False,45.0,1070198.6666666667,4
콜 미 바이 유어 네임,224881,2018-03-22,20178522,Call Me by Your Name,2017.0,장편,"이탈리아,프랑스,브라질,미국","드라마,멜로/로맨스",루카 구아다니노,"티모시 샬라메,아미 해머,마이클 스털버그,아미라 캐사,에스더 가렐",청소년관람불가,"에무 시네마 앤 카페,(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",6.6,14.7,19.6,23.2,15.8,23.2,14.483333333333333,6.664658030736962,1.9696969696969702,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,2018.0,3.0,0,fall,True,False,False,False,1.0,224881.0,13
콜 오브 와일드,33699,2020-05-14,20208686,The Call of the Wild,2019.0,장편,미국,"어드벤처,드라마,가족",크리스 샌더스,"해리슨 포드,오마 사이,카렌 길런,댄 스티븐스,브래들리 휘트포드",12세이상관람가,월트디즈니컴퍼니코리아 유한책임회사,8.3,15.6,22.1,25.0,17.6,25.0,16.416666666666668,6.578576340414898,1.6626506024096386,28339.5,28339.5,28339.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0,2.0,2020.0,3.0,0,spring,False,True,False,False,54.0,2347766.537037037,1
콰이어트 플레이스 2,863204,2021-06-16,20204261,A Quiet Place: Part II,2020.0,장편,미국,스릴러,존 크래신스키,"에밀리 블런트,킬리언 머피,노아 주프,밀리센트 시몬스,디몬 하운수",15세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,21.6,39.0,61.4,72.1,41.7,72.1,42.78333333333333,20.732333845147938,1.8425925925925923,28339.5,126993.0,87531.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,spring,False,True,False,False,45.0,1070198.6666666667,4
